Date,Room_Counts,Guest_Count,No_DVC_Room_Count,No_DVC_Guest_Count
2017-12-30,26950,92942,21912,72728
2017-12-31,26894,92287,21821,71910
2018-01-01,25683,87857,20729,67974
2018-01-02,25845,86169,20894,66706
2018-01-03,26693,86243,21600,66582
2018-01-04,26748,84429,21663,65138
2018-01-05,26666,81756,21613,62864
2018-01-06,26643,79932,21645,61574
2018-01-07,26013,76863,21164,59451
2018-01-08,25349,73608,20630,57030
2018-01-09,25544,72639,20883,56530
2018-01-10,25451,73666,20706,57108
2018-01-11,26330,78427,21462,61081
2018-01-12,26637,82259,21630,63979
2018-01-13,26735,84034,21707,65447
2018-01-14,26524,82942,21570,64726
2018-01-15,24699,73760,19973,57116
2018-01-16,24890,71730,20251,55823
2018-01-17,24946,72254,20286,56447
2018-01-18,25704,76250,20912,59764
2018-01-19,26035,79780,21115,62535
2018-01-20,26278,80631,21292,63084
2018-01-21,26072,76056,21173,59227
2018-01-22,26006,73851,21168,57514
2018-01-23,25835,72521,21052,56498
2018-01-24,25212,74120,20380,57759
2018-01-25,25946,77707,21024,60755
2018-01-26,26230,80174,21223,62746
2018-01-27,26447,80739,21471,63271
2018-01-28,25920,77304,21023,60242
2018-01-29,25179,73554,20452,57610
2018-01-30,25330,72480,20609,56809
2018-01-31,25092,73231,20365,57474
2018-02-01,25888,78301,21086,61976
2018-02-02,26145,81022,21228,64019
2018-02-03,26360,82265,21346,64814
2018-02-04,25928,79249,20986,62418
2018-02-05,25593,76145,20817,60149
2018-02-06,25184,72941,20331,56669
2018-02-07,25264,73900,20496,57962
2018-02-08,26115,79411,21210,62634
2018-02-09,26389,84014,21398,66382
2018-02-10,26786,86065,21749,67621
2018-02-11,26377,82465,21436,64587
2018-02-12,25692,78703,20799,61147
2018-02-13,24691,76372,19844,59015
2018-02-14,25964,82168,21102,64523
2018-02-15,26346,85747,21418,67346
2018-02-16,26455,88127,21468,69166
2018-02-17,26614,89296,21606,69930
2018-02-18,26344,87975,21390,68633
2018-02-19,25943,83805,21039,64897
2018-02-20,25732,81153,20883,62767
2018-02-21,25977,81486,21074,63039
2018-02-22,26387,82076,21396,63368
2018-02-23,26394,81403,21390,62909
2018-02-24,26545,80209,21545,62221
2018-02-25,25998,77378,21113,60215
2018-02-26,25436,73353,20691,57362
2018-02-27,25241,72209,20506,56635
2018-02-28,25716,73738,20895,57906
2018-03-01,26089,77910,21167,61376
2018-03-02,26347,80951,21313,63707
2018-03-03,26486,81681,21451,64257
2018-03-04,25786,78418,20827,61482
2018-03-05,25545,76151,20636,59495
2018-03-06,25687,74840,20784,58279
2018-03-07,26089,76135,21100,59075
2018-03-08,26075,77816,21074,60512
2018-03-09,25904,80610,20937,63022
2018-03-10,26161,84655,21109,66043
2018-03-11,25977,85608,20957,66834
2018-03-12,26126,85893,21102,67040
2018-03-13,26113,85284,21088,66460
2018-03-14,26028,84396,21014,65629
2018-03-15,25941,83879,20973,65365
2018-03-16,25564,81925,20608,63711
2018-03-17,24885,77777,20062,60589
2018-03-18,23838,73062,19075,56345
2018-03-19,24670,73644,19902,57069
2018-03-20,24788,73361,20040,56861
2018-03-21,25146,75798,20309,58790
2018-03-22,24950,76410,20212,59643
2018-03-23,24492,78088,19733,60795
2018-03-24,25771,84314,20736,65252
2018-03-25,25857,86554,20869,67283
2018-03-26,26122,88114,21037,68193
2018-03-27,26086,88532,21010,68375
2018-03-28,25885,89553,20812,69238
2018-03-29,25989,90719,20899,70070
2018-03-30,26097,91463,21030,70771
2018-03-31,26035,91413,20972,70863
2018-04-01,25766,91372,20691,70515
2018-04-02,26121,92809,21021,71878
2018-04-03,26135,92728,21029,71754
2018-04-04,26242,92570,21123,71637
2018-04-05,26133,90953,21070,70415
2018-04-06,25766,85918,20950,67279
2018-04-07,24368,76333,20101,61000
2018-04-08,23004,67739,18927,54123
2018-04-09,23403,67056,19403,54060
2018-04-10,23452,67026,19488,54232
2018-04-11,23420,69111,19339,55716
2018-04-12,23891,72633,19689,58615
2018-04-13,24780,76865,20352,61658
2018-04-14,25486,79401,20799,62886
2018-04-15,24483,75697,19895,59407
2018-04-16,24670,75955,20082,59551
2018-04-17,24453,75330,19804,58571
2018-04-18,24821,76009,20168,59186
2018-04-19,26126,79734,21156,61747
2018-04-20,26372,80832,21313,62476
2018-04-21,26347,79937,21291,61945
2018-04-22,25106,74553,20384,58284
2018-04-23,24048,70408,19692,55902
2018-04-24,23684,69002,19424,55074
2018-04-25,23787,70120,19490,56007
2018-04-26,25163,76239,20624,61108
2018-04-27,25795,79602,21034,63589
2018-04-28,25829,79560,21012,63379
2018-04-29,24394,73262,20015,59015
2018-04-30,23773,70218,19585,56698
2018-05-01,22535,65676,18243,51845
2018-05-02,23637,70049,19189,55347
2018-05-03,25426,78320,20717,62266
2018-05-04,26104,82140,21107,64745
2018-05-05,25995,82130,20958,64381
2018-05-06,24921,77658,20071,60889
2018-05-07,23473,69976,18751,54029
2018-05-08,22516,65331,17880,49865
2018-05-09,23450,69336,18819,53789
2018-05-10,25500,78621,20740,62344
2018-05-11,25824,81418,20879,64168
2018-05-12,25526,81373,20643,64210
2018-05-13,24223,75776,19555,59658
2018-05-14,23567,69836,19026,54394
2018-05-15,23555,67959,19026,52525
2018-05-16,24280,70097,19607,53897
2018-05-17,24343,71584,19585,55118
2018-05-18,24940,75299,20025,58133
2018-05-19,25224,76117,20291,58839
2018-05-20,24269,72503,19552,56122
2018-05-21,24304,72156,19709,56257
2018-05-22,23227,70293,18728,54661
2018-05-23,23087,72044,18567,55973
2018-05-24,23845,75970,19137,58826
2018-05-25,25453,83333,20484,64680
2018-05-26,25824,86065,20823,66732
2018-05-27,25367,85651,20414,66074
2018-05-28,23032,77819,18302,59256
2018-05-29,23252,78817,18616,60570
2018-05-30,23822,80646,19078,61901
2018-05-31,24054,80874,19339,62453
2018-06-01,24587,82398,19811,63817
2018-06-02,25049,83920,20193,64874
2018-06-03,24855,84123,19968,64680
2018-06-04,25643,86236,20707,66554
2018-06-05,25686,86583,20752,66793
2018-06-06,25786,87007,20843,67131
2018-06-07,25555,86188,20630,66457
2018-06-08,24824,84186,19915,64801
2018-06-09,24255,81724,19408,62650
2018-06-10,23953,81312,19163,62208
2018-06-11,24549,83662,19749,64353
2018-06-12,25029,83671,20294,64774
2018-06-13,25156,83615,20422,64800
2018-06-14,24983,82756,20213,63894
2018-06-15,23829,79907,19058,61252
2018-06-16,23159,77202,18500,59135
2018-06-17,22721,76032,18102,57937
2018-06-18,24080,80216,19409,61846
2018-06-19,24720,82274,19987,63569
2018-06-20,25081,83705,20271,64612
2018-06-21,25329,84807,20447,65411
2018-06-22,25440,85338,20553,66052
2018-06-23,25698,85374,20810,66034
2018-06-24,24877,82376,20050,62912
2018-06-25,25617,84709,20767,64928
2018-06-26,26001,85735,21062,65654
2018-06-27,25818,85807,20886,65730
2018-06-28,25743,86008,20806,66013
2018-06-29,25323,85096,20443,65531
2018-06-30,24812,84026,19918,64595
2018-07-01,23727,81955,18913,62517
2018-07-02,23758,82452,19014,63292
2018-07-03,24758,85822,19810,65912
2018-07-04,25536,88741,20538,68632
2018-07-05,24855,86047,19982,66491
2018-07-06,24749,85062,19916,65804
2018-07-07,23964,81931,19318,63367
2018-07-08,23071,78720,18524,60502
2018-07-09,24350,82712,19723,64200
2018-07-10,24644,83753,19985,65127
2018-07-11,24780,84793,20033,65804
2018-07-12,25155,85915,20392,66840
2018-07-13,25034,85535,20298,66651
2018-07-14,24897,84677,20213,66144
2018-07-15,24099,83352,19395,64206
2018-07-16,24876,85150,20046,65325
2018-07-17,25100,84573,20388,65508
2018-07-18,25236,84670,20506,65693
2018-07-19,25257,84668,20486,65533
2018-07-20,24617,83263,19864,64494
2018-07-21,24514,82731,19704,63822
2018-07-22,23376,79928,18554,60713
2018-07-23,23752,81202,19072,62354
2018-07-24,23895,81338,19208,62462
2018-07-25,24369,82712,19625,63745
2018-07-26,24116,82206,19347,63047
2018-07-27,24000,81843,19054,62258
2018-07-28,23285,78900,18381,59681
2018-07-29,21424,72687,16627,53698
2018-07-30,21706,73156,16945,54194
2018-07-31,22613,74395,17904,55636
2018-08-01,23873,78223,19051,58891
2018-08-02,24634,81671,19737,62003
2018-08-03,23835,81458,18891,61735
2018-08-04,24621,83188,19634,63390
2018-08-05,23531,79637,18631,60166
2018-08-06,23918,79930,19071,60640
2018-08-07,23941,79527,19067,60179
2018-08-08,24113,79601,19236,60290
2018-08-09,24088,79819,19174,60312
2018-08-10,24113,80967,19213,61746
2018-08-11,24098,80384,19188,61156
2018-08-12,22671,74996,17914,56454
2018-08-13,23364,77142,18579,58376
2018-08-14,23676,78220,18872,59356
2018-08-15,23639,79578,18658,59821
2018-08-16,23861,80249,18838,60237
2018-08-17,24700,82818,19666,62751
2018-08-18,24271,81204,19212,61271
2018-08-19,22571,76132,17640,56541
2018-08-20,23689,79676,18772,60022
2018-08-21,23734,79849,18820,60241
2018-08-22,24169,80981,19278,61559
2018-08-23,24281,81119,19353,61605
2018-08-24,24926,83035,19920,63470
2018-08-25,24499,80808,19624,62201
2018-08-26,22816,74670,18143,57090
2018-08-27,23069,73356,18451,56127
2018-08-28,22210,69841,17762,53462
2018-08-29,21541,67552,17206,51706
2018-08-30,21929,69441,17517,53370
2018-08-31,25437,81305,20532,62961
2018-09-01,26735,84788,21617,65580
2018-09-02,26409,82845,21311,64024
2018-09-03,21273,63030,17027,48916
2018-09-04,20613,59427,16504,46225
2018-09-05,21025,59803,16911,46743
2018-09-06,22603,64686,18194,50422
2018-09-07,25112,73715,20279,57508
2018-09-08,25742,76569,20757,59545
2018-09-09,24676,72665,19895,56613
2018-09-10,24009,69176,19327,53788
2018-09-11,23949,67692,19426,53086
2018-09-12,25244,70679,20686,55925
2018-09-13,26197,74137,21423,58385
2018-09-14,26843,78535,21867,61615
2018-09-15,26838,79187,21825,61868
2018-09-16,25020,73392,20181,56827
2018-09-17,24656,71560,19974,55795
2018-09-18,24824,72672,20071,56534
2018-09-19,24964,73584,20083,56645
2018-09-20,25646,75783,20716,58727
2018-09-21,26611,79508,21544,61865
2018-09-22,26861,80235,21773,62541
2018-09-23,25957,75584,21030,58930
2018-09-24,25801,74058,20948,57827
2018-09-25,26250,73885,21440,57672
2018-09-26,26111,75744,21159,58556
2018-09-27,26420,77702,21390,60372
2018-09-28,27032,81058,21931,63118
2018-09-29,27108,81694,22018,63681
2018-09-30,25748,75370,20889,58556
2018-10-01,26486,74190,21732,57970
2018-10-02,26476,73587,21763,57482
2018-10-03,27085,77222,22137,59565
2018-10-04,27273,83073,22252,64776
2018-10-05,27453,86502,22368,67523
2018-10-06,27687,88557,22514,69021
2018-10-07,27603,88539,22461,69135
2018-10-08,27519,86753,22425,67874
2018-10-09,27237,83655,22269,65647
2018-10-10,27431,84302,22425,66081
2018-10-11,27606,85721,22516,67026
2018-10-12,27411,86378,22327,67496
2018-10-13,27658,84265,22536,65264
2018-10-14,27682,79762,22566,61014
2018-10-15,27484,77260,22422,59117
2018-10-16,27437,76991,22410,59039
2018-10-17,27410,79174,22357,60796
2018-10-18,27499,84364,22454,65836
2018-10-19,27644,86226,22584,67640
2018-10-20,27597,85271,22546,66852
2018-10-21,26753,80103,21755,62357
2018-10-22,26666,76836,21736,59715
2018-10-23,26560,75819,21666,58958
2018-10-24,26794,77572,21858,60312
2018-10-25,27368,81621,22352,63774
2018-10-26,27570,84650,22538,66570
2018-10-27,27519,84079,22489,66083
2018-10-28,25998,77905,21079,60761
2018-10-29,25359,74786,20551,58342
2018-10-30,24868,73091,20187,57228
2018-10-31,25141,74290,20414,58099
2018-11-01,26545,78540,21630,61410
2018-11-02,27351,81038,22349,63270
2018-11-03,27251,81127,22159,62726
2018-11-04,27371,80012,22333,61800
2018-11-05,27385,80023,22382,62082
2018-11-06,27031,79106,22166,61664
2018-11-07,27157,81720,22186,63663
2018-11-08,27601,84453,22555,65852
2018-11-09,27681,85627,22603,66753
2018-11-10,27753,85621,22609,66698
2018-11-11,27590,84292,22470,65789
2018-11-12,27375,81306,22372,63572
2018-11-13,26832,78380,21899,61210
2018-11-14,27020,78924,22087,61692
2018-11-15,27462,83204,22461,65448
2018-11-16,27608,88789,22540,70166
2018-11-17,27753,92167,22605,72673
2018-11-18,27474,91883,22339,71981
2018-11-19,27202,92641,22139,72656
2018-11-20,27492,94009,22390,73622
2018-11-21,27580,93847,22476,73368
2018-11-22,27731,93878,22586,73334
2018-11-23,27606,92299,22498,72184
2018-11-24,27442,89884,22357,70369
2018-11-25,26748,84493,21794,66291
2018-11-26,26615,82237,21710,64677
2018-11-27,27039,82679,22119,65311
2018-11-28,26887,82674,21935,65241
2018-11-29,27206,84407,22190,66536
2018-11-30,27400,85883,22323,67566
2018-12-01,27624,86145,22535,67811
2018-12-02,27375,83929,22358,66256
2018-12-03,27265,82318,22281,65058
2018-12-04,26839,80757,21890,63612
2018-12-05,26951,81392,22022,64300
2018-12-06,26816,81456,21840,63988
2018-12-07,27466,84243,22401,66098
2018-12-08,27436,84264,22372,66107
2018-12-09,27081,82446,22121,65021
2018-12-10,26977,80928,22094,63950
2018-12-11,26881,80263,22047,63609
2018-12-12,26628,80044,21806,63395
2018-12-13,26964,81793,22086,64696
2018-12-14,26983,83634,22072,65848
2018-12-15,26876,85200,21935,67079
2018-12-16,25864,82197,21064,64626
2018-12-17,25228,80140,20525,63013
2018-12-18,24879,79584,20233,62650
2018-12-19,24610,80136,19959,62890
2018-12-20,24498,81443,19767,63549
2018-12-21,25091,84827,20191,65899
2018-12-22,25830,87981,20781,68304
2018-12-23,26098,89508,21032,69565
2018-12-24,26091,89405,21133,69895
2018-12-25,26598,91665,21538,71589
2018-12-26,27130,94117,21997,73503
2018-12-27,27636,96080,22451,75103
2018-12-28,27709,95981,22514,75001
2018-12-29,27724,95300,22553,74434
2018-12-30,27649,94796,22463,73958
2018-12-31,27714,94741,22516,73835
2019-01-01,27153,93502,22017,72673
2019-01-02,27725,94355,22551,73455
2019-01-03,27733,93360,22551,72592
2019-01-04,27456,91266,22362,71148
2019-01-05,26019,84549,20986,65364
2019-01-06,22491,71569,17642,53920
2019-01-07,21487,65707,16868,49408
2019-01-08,21780,64269,17190,48420
2019-01-09,24164,69026,19370,52394
2019-01-10,25319,71839,20455,54935
2019-01-11,26385,75315,21396,57860
2019-01-12,26472,75305,21443,57848
2019-01-13,24983,70340,20092,53636
2019-01-14,23511,64931,18836,49463
2019-01-15,22528,62357,18007,47535
2019-01-16,23169,66170,18538,50698
2019-01-17,25528,76592,20651,59714
2019-01-18,27163,84265,22072,65978
2019-01-19,27633,86872,22494,68131
2019-01-20,27392,86345,22266,67655
2019-01-21,25321,75867,20445,58873
2019-01-22,24958,72379,20171,56117
2019-01-23,25118,73511,20316,57256
2019-01-24,26143,77358,21211,60538
2019-01-25,26963,81173,21878,63580
2019-01-26,27440,82257,22343,64639
2019-01-27,27000,78689,21965,61633
2019-01-28,26371,75901,21389,59347
2019-01-29,25696,73675,20793,57564
2019-01-30,26369,76712,21473,60576
2019-01-31,27270,81881,22316,65302
2019-02-01,27378,83551,22381,66430
2019-02-02,27525,84464,22455,66946
2019-02-03,26978,81622,22052,64933
2019-02-04,25666,75735,20862,59610
2019-02-05,25037,72625,20172,56290
2019-02-06,26137,77072,21305,61008
2019-02-07,26852,82202,21919,65460
2019-02-08,27078,85144,22076,67831
2019-02-09,27061,84892,22072,67746
2019-02-10,26727,81709,21831,65396
2019-02-11,25738,74599,20993,59023
2019-02-12,25654,73386,20797,57190
2019-02-13,26385,77277,21665,61438
2019-02-14,26990,82796,22074,65574
2019-02-15,27361,87964,22318,69425
2019-02-16,27613,90735,22510,71271
2019-02-17,27558,90782,22457,71021
2019-02-18,27144,87047,22138,67971
2019-02-19,27082,84402,22113,65733
2019-02-20,27342,84432,22339,65736
2019-02-21,27503,85037,22469,66151
2019-02-22,27530,83889,22449,65061
2019-02-23,27498,81805,22451,63689
2019-02-24,27239,79271,22256,62015
2019-02-25,26642,76385,21811,60309
2019-02-26,26249,75232,21536,59792
2019-02-27,26567,77505,21799,61848
2019-02-28,27095,81092,22236,64801
2019-03-01,27153,83834,22214,66793
2019-03-02,27467,85607,22409,67671
2019-03-03,27538,83867,22484,65964
2019-03-04,27423,82966,22387,65187
2019-03-05,27339,83052,22323,65467
2019-03-06,27355,83479,22374,65921
2019-03-07,27404,84499,22445,66959
2019-03-08,27333,85840,22316,67803
2019-03-09,27473,87042,22443,68965
2019-03-10,27089,87191,22052,68761
2019-03-11,27278,86830,22226,68358
2019-03-12,27127,85490,22080,67104
2019-03-13,27215,85326,22178,66968
2019-03-14,27129,85966,22090,67570
2019-03-15,26968,85902,21965,67610
2019-03-16,26889,85764,21917,67787
2019-03-17,26993,86704,22023,68481
2019-03-18,27069,86414,22088,68074
2019-03-19,27209,85849,22191,67404
2019-03-20,27205,86453,22194,67771
2019-03-21,27311,86757,22254,68116
2019-03-22,27235,87333,22216,68795
2019-03-23,27353,88407,22307,69565
2019-03-24,27288,88641,22248,69473
2019-03-25,27327,89032,22287,69777
2019-03-26,27374,89012,22327,69625
2019-03-27,27385,89340,22328,69800
2019-03-28,27331,89451,22304,70174
2019-03-29,27160,88902,22156,69988
2019-03-30,27101,88237,22056,69469
2019-03-31,26632,85654,21610,67156
2019-04-01,27075,85477,22081,67024
2019-04-02,26987,84548,22025,66319
2019-04-03,26992,84316,22034,66085
2019-04-04,27119,84056,22107,65716
2019-04-05,26909,83641,21909,65570
2019-04-06,26685,80509,21739,63317
2019-04-07,24644,71877,20020,56582
2019-04-08,23593,67443,19285,53531
2019-04-09,22808,65197,18602,51839
2019-04-10,24024,69492,19763,55772
2019-04-11,24487,74303,20084,59826
2019-04-12,25395,79901,20831,64144
2019-04-13,26380,85995,21505,68132
2019-04-14,25639,85535,20896,67528
2019-04-15,26273,88108,21379,69279
2019-04-16,26606,89329,21643,70156
2019-04-17,26629,89992,21680,70695
2019-04-18,26552,90303,21542,70509
2019-04-19,25756,87915,20805,68334
2019-04-20,23657,80520,19016,62426
2019-04-21,21510,73008,17037,55859
2019-04-22,21900,73239,17523,56609
2019-04-23,22256,73393,17920,57085
2019-04-24,23340,75447,19056,59563
2019-04-25,24703,78823,20408,63240
2019-04-26,25118,79093,20868,64253
2019-04-27,25230,76670,21048,62815
2019-04-28,25409,74903,20999,60785
2019-04-29,25286,73082,20917,59346
2019-04-30,24136,69385,19719,55595
2019-05-01,25343,73955,20564,58682
2019-05-02,26312,79563,21351,63234
2019-05-03,26299,81230,21273,64181
2019-05-04,26089,80790,20996,63261
2019-05-05,25361,77075,20305,59936
2019-05-06,24256,70720,19259,54092
2019-05-07,23389,66587,18457,50353
2019-05-08,24538,71527,19620,55146
2019-05-09,26146,79546,21135,62598
2019-05-10,26653,82843,21562,65215
2019-05-11,26426,82671,21377,65057
2019-05-12,25454,78687,20560,61857
2019-05-13,25489,74952,20453,57820
2019-05-14,25197,71930,20341,55822
2019-05-15,25757,73229,20901,57055
2019-05-16,25979,75638,21041,58859
2019-05-17,26251,78798,21202,61379
2019-05-18,26523,79587,21525,62297
2019-05-19,25340,74382,20459,57770
2019-05-20,25755,74573,20885,57939
2019-05-21,24812,71797,20156,56129
2019-05-22,24416,72606,19761,56678
2019-05-23,24612,76008,19839,59193
2019-05-24,26515,85074,21478,66576
2019-05-25,26957,88785,21841,69283
2019-05-26,26879,90217,21760,70263
2019-05-27,24795,82916,19899,64038
2019-05-28,25622,83352,20753,64709
2019-05-29,25809,85213,20900,66401
2019-05-30,26054,85966,21097,66943
2019-05-31,26192,86275,21156,66967
2019-06-01,26402,86304,21338,66922
2019-06-02,25141,83695,20102,64007
2019-06-03,25666,85235,20682,65692
2019-06-04,26117,86016,21148,66518
2019-06-05,26369,86577,21379,67003
2019-06-06,26539,87061,21501,67370
2019-06-07,25942,84903,20956,65603
2019-06-08,25180,82053,20303,63223
2019-06-09,23909,79678,19078,60794
2019-06-10,24654,81931,19810,63045
2019-06-11,25744,83643,20924,64871
2019-06-12,26404,85263,21555,66331
2019-06-13,26190,85031,21325,66093
2019-06-14,25234,83004,20407,64375
2019-06-15,24269,80197,19534,61957
2019-06-16,23033,77021,18270,58415
2019-06-17,24109,79458,19283,60591
2019-06-18,26181,84849,21316,65791
2019-06-19,26401,85910,21472,66577
2019-06-20,26890,87133,21882,67490
2019-06-21,26903,86802,21910,67425
2019-06-22,26821,86158,21866,67096
2019-06-23,24332,80764,19449,61625
2019-06-24,25369,84188,20475,64897
2019-06-25,25680,85127,20820,65884
2019-06-26,26368,86761,21475,67434
2019-06-27,26524,87025,21568,67513
2019-06-28,26415,86836,21549,67524
2019-06-29,25792,84918,20994,66065
2019-06-30,22424,76330,17692,57565
