swid,ref_idvl_id,exprnc_id,tkt_mod_id,new_ats_gst_id,new_sls_txn_id,new_sls_txn_dssn_id,old_sls_txn_id,old_sls_txn_dssn_id,new_ats_prod_id,new_prod_ds,new_price_subtyp_nm,new_tkt_vld_strt_dt,new_tkt_exp_d,old_tkt_vld_strt_dt,old_tkt_exp_dt,new_atsr_tkt_id,old_ats_prod_id,orig_prod_ds,orig_price_subtyp_nm,old_atsr_tkt_id,old_sls_txn_dt,new_sls_txn_dt,sls_txn_typ_cd,net_sls_am,ti2_txn_idvl_id,GST_ID,MINOR_GST_IN,EML_NULL_IN,ADDR_NULL_IN,ST_CD,ADDR_PSTL_CD,CNTRY_ID,RSDNC_CD,SOCAL_IN,FLRES_IN,US_TERR_IN,DMA_CD,DMA_DESC,DMA_DVSN_NM,DMR_RGN_NM,HSHOLD_LIFESTAGE,DVC_MBR_IN,DVC_LEAD_IN,DLR_ACTV_AP_IN,DLR_LPSD_AP_IN,DLR_LPSD_AP_DAYS,WDW_ACTV_AP_IN,WDW_LPSD_AP_IN,WDW_LPSD_AP_DAYS,ABD_INHOUSE_IN,AUL_INHOUSE_IN,BCH_INHOUSE_IN,DCL_INHOUSE_IN,DLR_INHOUSE_IN,WDW_INHOUSE_IN,ABD_PST_STY_IN,ABD_PST_STY_CNT,ABD_MAX_PST_STY_DT,AUL_PST_STY_IN,AUL_PST_STY_CNT,AUL_MAX_PST_STY_DT,BCH_PST_STY_IN,BCH_PST_STY_CNT,BCH_MAX_PST_STY_DT,DCL_PST_STY_IN,DCL_PST_STY_CNT,DCL_MAX_PST_STY_DT,DLR_PST_STY_CNT,DLR_MAX_PST_STY_DT,DLR_PST_STY_IN,DLR_GNH_PST_STY_IN,DLR_GNH_PST_STY_CNT,DLR_GNH_MAX_PST_STY_DT,WDW_PST_STY_IN,WDW_PST_STY_CNT,WDW_MAX_PST_STY_DT,ABD_BKNG_IN,ABD_MAX_BKNG_DT,AUL_BKNG_IN,AUL_MAX_BKNG_DT,BCH_BKNG_IN,BCH_MAX_BKNG_DT,DCL_BKNG_IN,DCL_MAX_BKNG_DT,DLR_BKNG_IN,DLR_MAX_BKNG_DT,WDW_BKNG_IN,WDW_MAX_BKNG_DT,ABD_FUT_STY_IN,ABD_MIN_FUT_ARVL_DT,AUL_FUT_STY_IN,AUL_MIN_FUT_ARVL_DT,BCH_FUT_STY_IN,BCH_MIN_FUT_ARVL_DT,DCL_FUT_STY_IN,DCL_MIN_FUT_ARVL_DT,DLR_FUT_STY_IN,DLR_MIN_FUT_ARVL_DT,DLR_GNH_FUT_STY_IN,DLR_GNH_MIN_FUT_ARVL_DT,WDW_FUT_STY_IN,WDW_MIN_FUT_ARVL_DT,ABD_CNCL_IN,ABD_MAX_CNCL_DT,AUL_CNCL_IN,AUL_MAX_CNCL_DT,BCH_CNCL_IN,BCH_MAX_CNCL_DT,DCL_CNCL_IN,DCL_MAX_CNCL_DT,DLR_CNCL_IN,DLR_MAX_CNCL_DT,WDW_CNCL_IN,WDW_MAX_CNCL_DT,AUL_SHOP_IN,AUL_MAX_SHP_DT,BCH_SHOP_IN,BCH_MAX_SHP_DT,DLR_SHOP_IN,DLR_MAX_SHP_DT,WDW_SHOP_IN,WDW_MAX_SHP_DT,ABD_HR_IN,ABD_MAX_HR_DT,AUL_HR_IN,AUL_MAX_HR_DT,DCL_HR_IN,DCL_MAX_HR_DT,DLR_HR_IN,DLR_MAX_HR_DT,WDW_HR_IN,WDW_MAX_HR_DT,ABD_CLTRL_IN,ABD_MAX_CLTRL_DT,AUL_CLTRL_IN,AUL_MAX_CLTRL_DT,DCL_CLTRL_IN,DCL_MAX_CLTRL_DT,DLR_CLTRL_IN,DLR_MAX_CLTRL_DT,WDW_CLTRL_IN,WDW_MAX_CLTRL_DT,DLR_STKFIG_IN,DLR_MAX_STKFIG_DT,WDW_STKFIG_IN,WDW_MAX_STKFIG_DT,DLR_DINE_IN,DLR_MAX_DINE_DT,WDW_DINE_IN,WDW_MAX_DINE_DT,DLR_PFE_IN,DLR_MAX_PFE_DT,WDW_PFE_IN,WDW_MAX_PFE_DT,REG_IN,MAX_REG_DT,AUL_DPI_PHOTO_IN,AUL_MAX_ACTV_CAPTR_DT,DLR_DPI_PHOTO_IN,DLR_MAX_ACTV_CAPTR_DT,WDW_DPI_PHOTO_IN,WDW_MAX_ACTV_CAPTR_DT,DS_ORD_IN,DS_MAX_ORD_DT,DVA_ENG_IN,DVA_MAX_ENG_DT,EML_POS_RESP_IN,MAX_EML_POS_RESP_DT,MAX_INTRCT_DT,GST_PROMO_DM,ABD_GST_PROMO_DM,AUL_GST_PROMO_DM,DCL_GST_PROMO_DM,DLR_GST_PROMO_DM,DVC_GST_PROMO_DM,WDW_GST_PROMO_DM,GST_PROMO_EM,ABD_GST_PROMO_EM,AUL_GST_PROMO_EM,DCL_GST_PROMO_EM,DLR_GST_PROMO_EM,DVC_GST_PROMO_EM,DVCMBR_GST_PROMO_EM,WDW_GST_PROMO_EM,WDW_GST_PROMO_FBCA,ABD_MAX_PST_NGHT_CNT_2YR,ABD_PST_STY_CNT_2YR,ABD_MAX_PST_NGHT_CNT,AUL_MAX_PST_NGHT_CNT_2YR,AUL_PST_STY_CNT_2YR,AUL_LST_STY_MTH_2YR,AUL_MAX_PST_NGHT_CNT,DCL_LST_STY_CTGY_2YR,DCL_MAX_PST_NGHT_CNT_2YR,DCL_LST_PORT_2YR,DCL_PST_STY_CNT_2YR,DCL_LST_REGN_2YR,DCL_MAX_PST_NGHT_CNT,DCL_PST_STY_HGHST_CTGY,DCL_CSTWY_CLB_STS,DLR_MAX_PST_NGHT_CNT_2YR,DLR_LST_STY_CTGY_2YR,DLR_PST_STY_CNT_2YR,DLR_LST_STY_MTH_2YR,DLR_MAX_PST_NGHT_CNT,DLR_PST_STY_HGHST_CTGY,WDW_MAX_PST_NGHT_CNT_2YR,WDW_LST_STY_CTGY_2YR,WDW_PST_STY_CNT_2YR,WDW_LST_STY_MTH_2YR,WDW_MAX_PST_NGHT_CNT,WDW_PST_STY_HGHST_CTGY,ABD_GTM_VPC,ABD_DAYS_TO_ARVL,ABD_DAYS_TO_ARVL_CTGRY,ABD_FUT_ARVL_MTH,ABD_PST_STY_42_DAY_IN,ABD_LST_STY_DAY_SINCE_CNT,ABD_LST_STY_YRS_SINCE_CTGRY,ABD_RCNT_STY_42_DAY_IN,BCH_GTM_VPC,BCH_DAYS_TO_ARVL,BCH_DAYS_TO_ARVL_CTGRY,BCH_FUT_ARVL_MTH,BCH_PST_STY_42_DAY_IN,BCH_LST_STY_DAY_SINCE_CNT,BCH_LST_STY_YRS_SINCE_CTGRY,BCH_RCNT_STY_42_DAY_IN,WDW_GTM_VPC,WDW_DAYS_TO_ARVL,WDW_DAYS_TO_ARVL_CTGRY,WDW_FUT_ARVL_MTH,WDW_PST_STY_42_DAY_IN,WDW_LST_STY_DAY_SINCE_CNT,WDW_LST_STY_YRS_SINCE_CTGRY,WDW_RCNT_STY_42_DAY_IN,DCL_GTM_VPC,DCL_DAYS_TO_ARVL,DCL_DAYS_TO_ARVL_CTGRY,DCL_FUT_ARVL_MTH,DCL_PST_STY_42_DAY_IN,DCL_LST_STY_DAY_SINCE_CNT,DCL_LST_STY_YRS_SINCE_CTGRY,DCL_RCNT_STY_42_DAY_IN,DLR_GTM_VPC,DLR_DAYS_TO_ARVL,DLR_DAYS_TO_ARVL_CTGRY,DLR_FUT_ARVL_MTH,DLR_PST_STY_42_DAY_IN,DLR_LST_STY_DAY_SINCE_CNT,DLR_LST_STY_YRS_SINCE_CTGRY,DLR_RCNT_STY_42_DAY_IN,AUL_PST_STY_42_DAY_IN,AUL_GTM_VPC,AUL_DAYS_TO_ARVL,AUL_DAYS_TO_ARVL_CTGRY,AUL_FUT_ARVL_MTH,AUL_RCNT_STY_42_DAY_IN,AUL_LST_STY_DAY_SINCE_CNT,AUL_LST_STY_YRS_SINCE_CTGRY,DLR_AP_STATUS,WDW_AP_STATUS,AUL_RCNT_SHOP_IN,AUL_DAYS_SINCE_SHOP,BCH_RCNT_SHOP_IN,BCH_DAYS_SINCE_SHOP,DLR_RCNT_SHOP_IN,DLR_DAYS_SINCE_SHOP,WDW_RCNT_SHOP_IN,WDW_DAYS_SINCE_SHOP,WDW_ACTV_TP_TKT_IN,MVMCP_VALID_IN,MNSSHP_VALID_IN,DLR_ACTV_TP_TKT_IN,CAST_MBR_IN,CAST_MBR_ADDR_IN
{8B342689-87D5-422D-BACF-BF98614AFA7F},2803335094,CAFEF00D650200000000000220087962,152584244,9.30723E+15,512054009,525031468,509834794,522787458,59228,1 DAY (1 THEME PARK) AGES(10+) EXPIRES,DELTA,4/20/19,4/20/19,4/19/19,4/18/19,664564563,59228,1 DAY (1 THEME PARK) AGES(10+) EXPIRES,DELTA,662752934,3/29/19,4/18/19,G,0,2803335093,2803335094,N,N,N,OH,44321,USA,N,N,N,N,510,CLEVELAND-AKRON (CANTON),East North Central,Midwest,ADULTS,N,N,N,N,?,N,N,?,N,N,N,N,N,N,N,0,?,N,0,?,N,0,?,N,0,?,0,?,N,N,0,?,N,0,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,Y,4/20/17,N,?,N,?,Y,4/11/17,N,?,N,?,Y,4/20/17,N,?,N,?,N,?,4/20/17,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,?,0,?,?,0,?,?,?,?,?,0,?,?,?,?,?,?,0,?,?,?,?,?,0,?,?,?,?,?,?,?,N,0,?,N,?,?,?,?,N,0,?,N,?,?,?,?,N,0,?,N,?,?,?,?,N,0,?,N,?,?,?,?,N,0,?,N,N,?,?,?,?,N,0,?,?,?,N,?,N,?,N,?,N,?,N,N,N,N,N,N
{283715BE-ED28-438F-94B3-39E21236A2B1},3336864773,CAFEF00D650200000000000250173618,150147178,9.30732E+15,502378458,515249678,501822353,514687761,54582,3 DAY (1 THEME PARK PER DAY) AGES(10+) EXPIRES,DELTA,1/20/19,1/24/19,1/22/19,1/20/19,657554877,53337,1 DAY (1 THEME PARK) AGES(10+) EXPIRES,DELTA,657196629,1/15/19,1/20/19,G,223.6,3336864772,3336864773,N,N,N,NJ,7083,USA,N,N,N,N,501,NEW YORK,Mid-Atlantic,Northeast,YOUNG ADULTS,N,N,N,N,?,N,N,?,N,N,N,N,N,N,N,0,?,N,0,?,N,0,?,N,0,?,0,?,N,N,0,?,N,0,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,Y,8/29/18,N,?,N,?,N,?,N,?,N,?,N,?,8/29/18,N,N,N,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,N,?,0,?,?,0,?,?,?,?,?,0,?,?,?,?,?,?,0,?,?,?,?,?,0,?,?,?,?,?,?,?,N,0,?,N,?,?,?,?,N,0,?,N,?,?,?,?,N,0,?,N,?,?,?,?,N,0,?,N,?,?,?,?,N,0,?,N,N,?,?,?,?,N,0,?,?,?,N,?,N,?,N,?,N,?,N,N,N,N,N,N
{9C32BC64-4D30-4609-B2BC-644D307609EB},1999794443,CAFEF00D650200000000000086704407,152088828,7.60452E+15,510374345,523332704,508981012,521924552,59228,1 DAY (1 THEME PARK) AGES(10+) EXPIRES,DELTA,5/5/19,5/5/19,5/4/19,4/3/19,663131612,59228,1 DAY (1 THEME PARK) AGES(10+) EXPIRES,DELTA,662169020,3/22/19,4/3/19,G,0,1999794442,1999794443,N,N,N,Q,77533,MEX,I,N,N,N,618,HOUSTON,West South Central,South,ADULTS,N,N,N,N,?,N,N,?,N,N,N,N,N,N,N,0,?,N,0,?,N,0,?,N,0,?,0,?,N,N,0,?,Y,1,1/28/17,N,?,N,?,N,?,N,?,N,?,Y,10/17/16,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,Y,1/27/17,N,?,N,?,Y,2/23/14,N,?,N,?,Y,1/26/17,N,?,N,?,N,?,1/28/17,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,?,0,?,?,0,?,?,?,?,?,0,?,?,?,?,?,?,0,?,?,?,?,?,0,?,7,Value,?,?,?,?,N,0,?,N,?,?,?,?,N,0,?,N,?,?,?,?,Y,877,2_years,N,?,?,?,?,N,0,?,N,?,?,?,?,N,0,?,N,N,?,?,?,?,N,0,?,?,?,N,?,N,?,N,?,N,?,N,N,N,N,N,N
{F24895C6-D23E-4FF4-A8C2-CB60A05AEF4C},2148791903,CAFEF00D650200000000000082403988,150899301,7.60032E+15,505606836,518513708,505612062,518518934,53339,1 DAY PARK HOPPER AGES(10+) EXPIRES,DELTA,3/20/19,3/20/19,3/21/19,2/20/19,659846006,53339,1 DAY PARK HOPPER AGES(10+) EXPIRES,DELTA,659852549,2/20/19,2/20/19,G,0,852695066,2148791903,N,N,N,MD,20772,USA,N,N,N,N,511,"WASHINGTON, DC (HAGRSTWN)",South Atlantic,South,ADULTS,N,Y,N,N,?,N,N,?,N,N,N,N,N,N,N,0,?,N,0,?,N,0,?,Y,5,8/27/18,0,?,N,N,0,?,Y,2,4/23/18,N,?,N,?,N,?,Y,3/5/19,N,?,Y,1/27/18,N,?,N,?,N,?,Y,1/26/20,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,Y,12/1/17,N,?,N,?,N,?,N,?,Y,10/18/14,N,?,N,?,Y,8/22/16,Y,10/18/14,Y,10/18/14,N,?,N,?,N,?,Y,4/20/18,N,?,N,?,Y,2/9/08,N,?,N,?,Y,4/22/18,N,?,N,?,Y,10/8/18,3/5/19,Y,Y,Y,Y,Y,Y,Y,N,N,N,N,N,N,N,N,N,?,0,?,?,0,?,?,Standard Inside Stateroom,11,Vancouver,3,Alaskan,11,Deluxe Family Oceanview Stateroom with Verandah,GOLD,?,?,0,?,?,?,3,Moderate,1,4,4,Moderate,?,?,?,?,N,0,?,N,?,?,?,?,N,0,?,N,?,?,?,?,Y,427,1_year,N,Maximize,216,6+_MONTHS,1,Y,301,less_one_year,N,?,?,?,?,N,0,?,N,N,?,?,?,?,N,0,?,?,?,N,?,N,?,N,?,N,?,N,N,N,N,N,N
{B09FB562-2F4B-44F0-B14D-73D872C02915},134468665,CAFEF00D650200000000000352899143,149597959,9.30253E+15,499895907,512742812,499891678,512738583,53409,1 DAY (1 THEME PARK) FL AGES(10+) EXPIRES,DELTA,1/1/19,1/1/19,12/31/18,12/30/18,655698881,53409,1 DAY (1 THEME PARK) FL AGES(10+) EXPIRES,DELTA,655693251,12/30/18,12/30/18,G,0,3319545843,134468665,N,N,N,FL,33156,USA,N,N,Y,N,528,MIAMI-FT. LAUDERDALE,South Atlantic,Florida,SENIORS,N,N,N,N,?,N,N,?,N,N,N,N,N,N,N,0,?,N,0,?,N,0,?,N,0,?,0,?,N,N,0,?,Y,3,6/14/19,N,?,N,?,N,?,N,?,N,?,Y,4/28/19,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,Y,4/28/19,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,Y,7/2/11,N,?,N,?,Y,1/1/19,N,?,N,?,N,?,6/14/19,N,N,N,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,?,0,?,?,0,?,?,?,?,?,0,?,?,?,?,?,?,0,?,?,?,2,Value,3,6,2,Moderate,?,?,?,?,N,0,?,N,?,?,?,?,N,0,?,N,Advocate,?,?,?,N,10,less_one_year,Y,?,?,?,?,N,0,?,N,?,?,?,?,N,0,?,N,N,?,?,?,?,N,0,?,?,?,N,?,N,?,N,?,N,?,Y,N,N,N,N,N
{B0F98DB1-F58B-4C27-B98D-B1F58BBC272E},2615639006,CAFEF00D650200000000000200787868,152832159,9.30011E+15,512927132,526104803,507883769,520815522,59242,3 DAY (1 THEME PARK PER DAY) AGES(10+) EXPIRES,DELTA,6/17/19,6/21/19,6/18/19,4/26/19,665138009,59242,3 DAY (1 THEME PARK PER DAY) AGES(10+) EXPIRES,DELTA,661416110,3/13/19,4/26/19,G,0,1829229293,2615639006,N,N,N,TX,76119,USA,N,N,N,N,623,DALLAS-FT. WORTH,West South Central,South,ADULTS,N,N,N,N,?,N,N,?,N,N,N,N,N,N,N,0,?,N,0,?,N,0,?,N,0,?,0,?,N,N,0,?,N,0,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,Y,2/12/18,N,?,N,?,N,?,Y,1/26/10,N,?,N,?,N,?,N,?,Y,8/9/15,Y,8/9/15,N,?,Y,6/5/17,N,?,N,?,N,?,N,?,Y,1/2/15,N,?,N,?,Y,3/16/18,N,?,N,?,N,?,3/16/18,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,?,0,?,?,0,?,?,?,?,?,0,?,?,?,?,?,?,0,?,?,?,?,?,0,?,?,?,?,?,?,?,N,0,?,N,?,?,?,?,N,0,?,N,?,?,?,?,N,0,?,N,?,?,?,?,N,0,?,N,?,?,?,?,N,0,?,N,N,?,?,?,?,N,0,?,?,?,N,?,N,?,N,?,N,?,N,N,N,N,N,N
{BF1419C5-9105-4463-B7C6-22ECDF4DE019},3331993438,CAFEF00D650200000000000351280633,150139540,9.30222E+15,502365750,515236970,498927862,511765810,54109,2 DAY (1 THEME PARK PER DAY) AGES(10+) EXPIRES,DELTA,1/20/19,1/23/19,1/19/19,1/20/19,657566670,54169,2 DAY (1 PARK PER DAY) EXCH AGES(10+) EXPIRES,DELTA,655100392,12/23/18,1/20/19,G,0,3314671260,3331993438,N,N,N,AT,80001,COL,I,N,N,N,?,?,?,?,YOUNG ADULTS,N,N,N,N,?,N,N,?,N,N,N,N,N,N,N,0,?,N,0,?,N,0,?,N,0,?,0,?,N,N,0,?,Y,1,1/22/19,N,?,N,?,N,?,N,?,N,?,Y,1/11/19,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,Y,12/23/18,N,?,N,?,Y,1/21/19,N,?,N,?,N,?,1/22/19,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,?,0,?,?,0,?,?,?,?,?,0,?,?,?,?,?,?,0,?,?,?,1,Campground,1,1,1,Campground,?,?,?,?,N,0,?,N,?,?,?,?,N,0,?,N,?,?,?,?,Y,153,less_one_year,N,?,?,?,?,N,0,?,N,?,?,?,?,N,0,?,N,N,?,?,?,?,N,0,?,?,?,N,?,N,?,N,?,N,?,N,N,N,N,N,N
{6EE709BD-F1A6-4C7A-B11D-E2BA565B4F2E},332170408,CAFEF00D650200000000000212314332,150608888,8.01282E+15,504351163,517244773,504149583,517040540,53337,1 DAY (1 THEME PARK) AGES(10+) EXPIRES,DELTA,2/9/19,2/9/19,2/7/19,2/9/19,658958352,53337,1 DAY (1 THEME PARK) AGES(10+) EXPIRES,DELTA,658796561,2/7/19,2/9/19,G,5.32,2620590463,332170408,N,N,N,PA,15216,USA,N,N,N,N,508,PITTSBURGH,Mid-Atlantic,Northeast,ADULTS,N,N,N,N,?,N,N,?,N,N,N,N,N,N,N,0,?,N,0,?,N,0,?,N,0,?,0,?,N,N,0,?,Y,5,2/11/19,N,?,N,?,N,?,N,?,N,?,Y,1/2/19,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,Y,9/20/16,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,Y,12/5/16,N,?,N,?,Y,8/12/16,N,?,N,?,Y,2/8/19,N,?,N,?,Y,2/11/19,2/11/19,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,?,0,?,?,0,?,?,?,?,?,0,?,?,?,?,?,?,0,?,?,?,2,Moderate,3,2,6,Moderate,?,?,?,?,N,0,?,N,?,?,?,?,N,0,?,N,?,?,?,?,Y,133,less_one_year,N,?,?,?,?,N,0,?,N,?,?,?,?,N,0,?,N,N,?,?,?,?,N,0,?,?,?,N,?,N,?,N,?,N,?,N,N,N,N,N,N
{D35EB98C-9989-4F60-B647-5DF1588A115D},124978448,CAFEF00D650200000000000359607664,150157764,9.30952E+15,502460229,515332340,498488589,511321016,54596,5 DAY PARK HOPPER AGES(10+) EXPIRES,DELTA,1/21/19,1/28/19,1/23/19,1/21/19,657628768,53425,3 DAY PARK HOPPER AGES(10+) EXPIRES,DELTA,654794721,12/19/18,1/21/19,G,131.4,3345330689,124978448,N,N,N,NY,11771,USA,N,N,N,N,501,NEW YORK,Mid-Atlantic,Northeast,SENIORS,N,N,N,N,?,N,N,?,N,N,N,N,N,N,N,0,?,N,0,?,N,0,?,N,0,?,0,?,N,N,0,?,Y,1,1/27/19,N,?,N,?,N,?,N,?,N,?,Y,10/6/18,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,Y,1/25/19,N,?,N,?,Y,1/26/19,N,?,N,?,N,?,1/27/19,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,?,0,?,?,0,?,?,?,?,?,0,?,?,?,?,?,?,0,?,?,?,3,Deluxe Villa,1,1,3,Deluxe Villa,?,?,?,?,N,0,?,N,?,?,?,?,N,0,?,N,?,?,?,?,Y,148,less_one_year,N,?,?,?,?,N,0,?,N,?,?,?,?,N,0,?,N,N,?,?,?,?,N,0,?,?,?,N,?,N,?,N,?,N,?,N,N,N,N,N,N
{A1F3AF3F-2F54-4FC1-A450-AAAB2A4C6C04},3257852330,CAFEF00D650200000000000309636650,148283912,9.3002E+15,493508406,506282420,493161106,505930612,53337,1 DAY (1 THEME PARK) AGES(10+) EXPIRES,DELTA,11/11/18,11/11/18,11/4/18,11/4/18,651504810,53337,1 DAY (1 THEME PARK) AGES(10+) EXPIRES,DELTA,651238333,11/1/18,11/4/18,G,0,3257852329,3257852330,N,N,N,FL,32746,USA,N,N,Y,N,534,ORLANDO-DAYTONA BCH-MELBRN,South Atlantic,Florida,YOUNG ADULTS,N,N,N,N,?,N,N,?,N,N,N,N,N,N,N,0,?,N,0,?,N,0,?,N,0,?,0,?,N,N,0,?,N,0,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,Y,2/6/19,N,?,N,?,Y,2/9/19,N,?,N,?,Y,2/4/19,2/9/19,N,N,N,N,N,N,N,Y,N,N,Y,Y,N,N,Y,N,?,0,?,?,0,?,?,?,?,?,0,?,?,?,?,?,?,0,?,?,?,?,?,0,?,?,?,?,?,?,?,N,0,?,N,?,?,?,?,N,0,?,N,?,?,?,?,N,0,?,N,?,?,?,?,N,0,?,N,?,?,?,?,N,0,?,N,N,?,?,?,?,N,0,?,?,?,N,?,N,?,N,?,N,?,N,N,N,N,N,N
{498BA5BB-C26D-42D5-B74F-E87206E81876},2548177605,CAFEF00D650200000000000351951751,149570693,9.30383E+15,499744630,512590345,499743496,512589211,53343,2 DAY (1 THEME PARK PER DAY) AGES(10+) EXPIRES,DELTA,12/30/18,12/31/18,12/31/18,12/29/18,655578797,53343,2 DAY (1 THEME PARK PER DAY) AGES(10+) EXPIRES,DELTA,655577265,12/29/18,12/29/18,G,0,3316793458,2548177605,N,N,N,ON,L2V5E2,CAN,C,N,N,N,?,?,?,?,ADULTS,N,N,N,N,?,N,N,?,N,N,N,N,N,N,N,0,?,N,0,?,N,0,?,N,0,?,0,?,N,N,0,?,N,0,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,Y,12/27/18,N,?,N,?,Y,1/3/19,N,?,N,?,N,?,1/3/19,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,?,0,?,?,0,?,?,?,?,?,0,?,?,?,?,?,?,0,?,?,?,?,?,0,?,?,?,?,?,?,?,N,0,?,N,?,?,?,?,N,0,?,N,?,?,?,?,N,0,?,N,?,?,?,?,N,0,?,N,?,?,?,?,N,0,?,N,N,?,?,?,?,N,0,?,?,?,N,?,N,?,N,?,N,?,N,N,N,N,N,N
{0A4EB99E-28A9-4F71-8EB9-9E28A94F718B},107777243,CAFEF00D650200000000000054299772,153146325,8.00081E+15,514365238,527684908,513985788,527196664,59235,2 DAY (1 THEME PARK PER DAY) AGES(10+) EXPIRES,DELTA,7/8/19,7/11/19,7/9/19,5/10/19,666113444,59235,2 DAY (1 THEME PARK PER DAY) AGES(10+) EXPIRES,DELTA,665871426,5/6/19,5/10/19,G,0,1655546779,107777243,N,N,N,OR,97229,USA,N,N,N,N,820,"PORTLAND, OR",Pacific,West,ADULTS,N,N,N,N,?,N,N,?,N,N,N,N,N,N,N,0,?,N,0,?,N,0,?,Y,1,8/17/00,2,7/23/16,Y,N,0,?,N,0,?,N,?,N,?,N,?,Y,10/23/99,Y,6/14/16,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,Y,7/13/16,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,N,?,Y,11/9/13,N,?,Y,6/22/12,Y,6/2/12,N,?,N,?,N,?,N,?,N,?,N,?,7/23/16,N,N,N,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,N,?,0,?,?,0,?,?,?,?,?,0,?,4,Deluxe Oceanview Stateroom with Navigator's Verand,SILVER,0,?,0,?,5,Deluxe,?,?,0,?,?,?,?,?,?,?,N,0,?,N,?,?,?,?,N,0,?,N,?,?,?,?,N,0,?,N,?,?,?,?,Y,6885,4+_years,N,?,?,?,?,Y,1066,2_years,N,N,?,?,?,?,N,0,?,?,?,N,?,N,?,N,?,N,?,Y,N,N,N,N,N
